order_num_clean,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,total_cost,profit,profit_margin_clean,state,state_name,us_region,lat,lon,budget,order_year,order_quarter,quarter_label,order_month,order_month_name,order_month_num,is_weekend,gross_profit_ratio,cost_ratio,revenue_per_unit,profit_per_unit,revenue_tier,margin_tier,price_tier,customer_segment,budget_flag,budget_variance,budget_variance_pct
SO - 0008015,20-12-2017,Avamba Company,Wholesale,Product 17,10,207.7,2077,122.543,1225.43,851.57,41,CA,California,West,33.98307,-118.09674,2119616.824,2017,4,Q4,2017-12,December,12,0,0.41,0.59,207.7,85.16,Small (<$5K),High (41-55%),Budget (<$500),Mid 30% (Regular),Budget Available,-2117539.824,-99.90201059
SO - 0010307,20-12-2017,Zava Group,Wholesale,Product 3,12,1159.1,13909.2,869.325,10431.9,3477.3,25,TX,Texas,South,29.69931,-98.11513,2642352.432,2017,4,Q4,2017-12,December,12,0,0.25,0.75,1159.1,289.77,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-2628443.232,-99.47360542
SO - 0009242,20-12-2017,Lazzy Group,Distributor,Product 16,12,234.5,2814,126.63,1519.56,1294.44,46,IN,Indiana,Midwest,41.47812,-87.46166,2062061.144,2017,4,Q4,2017-12,December,12,0,0.46,0.54,234.5,107.87,Small (<$5K),High (41-55%),Budget (<$500),Bottom 50% (Low),Budget Available,-2059247.144,-99.8635346
SO - 0009935,20-12-2017,Mycone Ltd,Distributor,Product 26,9,1072,9648,621.76,5595.84,4052.16,42,OH,Ohio,Midwest,39.69599,-84.15044,5685138.27,2017,4,Q4,2017-12,December,12,0,0.42,0.58,1072,450.24,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-5675490.27,-99.83029437
SO - 0000287,20-12-2017,Skyble Corp,Distributor,Product 27,9,2345,21105,1922.9,17306.1,3798.9,18,MI,Michigan,Midwest,42.21368,-83.59918,964940.231,2017,4,Q4,2017-12,December,12,0,0.18,0.82,2345,422.1,Large ($15K-$30K),Low (<=25%),Premium ($1.5K-$3K),Top 20% (VIP),Budget Available,-943835.231,-97.8128179
SO - 0000317,20-12-2017,Twinte Group,Distributor,Product 2,6,2881,17286,1584.55,9507.3,7778.7,45,FL,Florida,South,25.75871,-80.39839,3050087.565,2017,4,Q4,2017-12,December,12,0,0.45,0.55,2881,1296.45,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-3032801.565,-99.43326217
SO - 0007403,20-12-2017,Colgate-Pa Group,Distributor,Product 15,7,991.6,6941.2,485.884,3401.188,3540.012,51,WA,Washington,West,48.75955,-122.48822,3299478.315,2017,4,Q4,2017-12,December,12,0,0.51,0.49,991.6,505.72,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Top 20% (VIP),Budget Available,-3292537.115,-99.78962735
SO - 0007578,20-12-2017,WOONSOCKET Corp,Distributor,Product 26,9,951.4,8562.6,704.036,6336.324,2226.276,26,IA,Iowa,Midwest,41.72971,-93.60577,5685138.27,2017,4,Q4,2017-12,December,12,0,0.26,0.74,951.4,247.36,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-5676575.67,-99.84938625
SO - 0010032,20-12-2017,Twinte Group,Wholesale,Product 26,5,5212.6,26063,3283.938,16419.69,9643.31,37,FL,Florida,South,30.33218,-81.65565,5685138.27,2017,4,Q4,2017-12,December,12,0,0.37,0.63,5212.6,1928.66,Large ($15K-$30K),Medium (26-40%),Luxury (>$5K),Bottom 50% (Low),Budget Available,-5659075.27,-99.54155908
SO - 0003201,20-12-2017,Dazzlesphe Corp,Export,Product 13,5,2257.9,11289.5,925.739,4628.695,6660.805,59,CA,California,West,38.58046,-121.53023,3720639.645,2017,4,Q4,2017-12,December,12,0,0.59,0.41,2257.9,1332.16,Medium ($5K-$15K),Premium (>55%),Premium ($1.5K-$3K),Mid 30% (Regular),Budget Available,-3709350.145,-99.69657099
SO - 0004007,20-12-2017,Revitol Company,Wholesale,Product 21,11,1011.7,11128.7,586.786,6454.646,4674.054,42,NY,New York,Northeast,43.1009,-75.23266,959899.218,2017,4,Q4,2017-12,December,12,0,0.42,0.58,1011.7,424.91,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-948770.518,-98.84063871
SO - 0004213,20-12-2017,True Ltd,Distributor,Product 11,11,1842.5,20267.5,1123.925,12363.175,7904.325,39,TX,Texas,South,27.50641,-99.50754,1230458.484,2017,4,Q4,2017-12,December,12,0,0.39,0.61,1842.5,718.58,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Mid 30% (Regular),Budget Available,-1210190.984,-98.35284975
SO - 0007891,20-12-2017,Flipstorm Group,Wholesale,Product 5,5,904.5,4522.5,506.52,2532.6,1989.9,44,CA,California,West,33.64697,-117.68922,3925424.542,2017,4,Q4,2017-12,December,12,0,0.44,0.56,904.5,397.98,Small (<$5K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-3920902.042,-99.88478953
SO - 0009136,20-12-2017,Wordtune Company,Wholesale,Product 13,11,3979.8,43777.8,3343.032,36773.352,7004.448,16,TX,Texas,South,26.21591,-98.32529,3720639.645,2017,4,Q4,2017-12,December,12,0,0.16,0.84,3979.8,636.77,Very Large ($30K-$57K),Low (<=25%),High-End ($3K-$5K),Top 20% (VIP),Budget Available,-3676861.845,-98.82337974
SO - 0000357,20-12-2017,Accudial Company,Wholesale,Product 2,8,891.1,7128.8,739.613,5916.904,1211.896,17,MN,Minnesota,Midwest,46.78327,-92.10658,3050087.565,2017,4,Q4,2017-12,December,12,0,0.17,0.83,891.1,151.49,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-3042958.765,-99.76627556
SO - 0002360,20-12-2017,Mylan Corp,Wholesale,Product 25,7,1118.9,7832.3,906.309,6344.163,1488.137,19,TX,Texas,South,26.19063,-97.6961,5342315.484,2017,4,Q4,2017-12,December,12,0,0.19,0.81,1118.9,212.59,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-5334483.184,-99.85339129
SO - 0004492,20-12-2017,Twimbo Company,Wholesale,Product 29,7,2907.8,20354.6,2239.006,15673.042,4681.558,23,NY,New York,Northeast,40.91149,-73.78235,594471.57,2017,4,Q4,2017-12,December,12,0,0.23,0.77,2907.8,668.79,Large ($15K-$30K),Low (<=25%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-574116.97,-96.57601792
SO - 0004933,20-12-2017,Zava Group,Wholesale,Product 25,11,857.6,9433.6,420.224,4622.464,4811.136,51,FL,Florida,South,30.42131,-87.21691,5342315.484,2017,4,Q4,2017-12,December,12,0,0.51,0.49,857.6,437.38,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-5332881.884,-99.82341739
SO - 0006987,20-12-2017,BTA Corp,Wholesale,Product 30,7,1969.8,13788.6,1634.934,11444.538,2344.062,17,LA,Louisiana,South,29.95465,-90.07507,1011609.684,2017,4,Q4,2017-12,December,12,0,0.17,0.83,1969.8,334.87,Medium ($5K-$15K),Low (<=25%),Premium ($1.5K-$3K),Top 20% (VIP),Budget Available,-997821.084,-98.63696441
SO - 0007377,20-12-2017,sanofi-ave Group,Wholesale,Product 25,11,1092.1,12013.1,436.84,4805.24,7207.86,60,PA,Pennsylvania,Northeast,40.62642,-75.3679,5342315.484,2017,4,Q4,2017-12,December,12,0,0.6,0.4,1092.1,655.26,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-5330302.384,-99.77513309
SO - 0009618,20-12-2017,Fivebridge Ltd,Wholesale,Product 6,11,1721.9,18940.9,947.045,10417.495,8523.405,45,CA,California,West,38.02798,-121.88468,1672229.416,2017,4,Q4,2017-12,December,12,0,0.45,0.55,1721.9,774.86,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-1653288.516,-98.86732647
SO - 0009227,20-12-2017,Mita Corp,Wholesale,Product 3,11,6177.4,67951.4,5065.468,55720.148,12231.252,18,OH,Ohio,Midwest,40.8686,-81.36892,2642352.432,2017,4,Q4,2017-12,December,12,0,0.18,0.82,6177.4,1111.93,Enterprise ($57K+),Low (<=25%),Luxury (>$5K),Bottom 50% (Low),Budget Available,-2574401.032,-97.42837484
SO - 0008434,20-12-2017,Realbuzz Ltd,Wholesale,Product 25,6,3879.3,23275.8,1862.064,11172.384,12103.416,52,IL,Illinois,Midwest,41.77475,-87.8596,5342315.484,2017,4,Q4,2017-12,December,12,0,0.52,0.48,3879.3,2017.24,Large ($15K-$30K),High (41-55%),High-End ($3K-$5K),Top 20% (VIP),Budget Available,-5319039.684,-99.56431251
SO - 0009911,20-12-2017,US Ltd,Distributor,Product 17,5,911.2,4556,446.488,2232.44,2323.56,51,MA,Massachusetts,Northeast,42.3751,-71.10561,2119616.824,2017,4,Q4,2017-12,December,12,0,0.51,0.49,911.2,464.71,Small (<$5K),High (41-55%),Standard ($500-$1.5K),Top 20% (VIP),Budget Available,-2115060.824,-99.78505549
SO - 0000215,20-12-2017,Mydeo Ltd,Distributor,Product 9,5,2546,12730,1909.5,9547.5,3182.5,25,CA,California,West,38.54491,-121.74052,710415.405,2017,4,Q4,2017-12,December,12,0,0.25,0.75,2546,636.5,Medium ($5K-$15K),Low (<=25%),Premium ($1.5K-$3K),Mid 30% (Regular),Budget Available,-697685.405,-98.20809066
SO - 0001497,20-12-2017,Accord Group,Wholesale,Product 4,6,1735.3,10411.8,780.885,4685.31,5726.49,55,CA,California,West,37.6941,-122.08635,2885560.824,2017,4,Q4,2017-12,December,12,0,0.55,0.45,1735.3,954.42,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Mid 30% (Regular),Budget Available,-2875149.024,-99.63917586
SO - 0006863,20-12-2017,SAFEWAY Ltd,Wholesale,Product 17,5,944.7,4723.5,755.76,3778.8,944.7,20,PA,Pennsylvania,Northeast,39.94901,-75.28912,2119616.824,2017,4,Q4,2017-12,December,12,0,0.2,0.8,944.7,188.94,Small (<$5K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-2114893.324,-99.77715312
SO - 0007597,20-12-2017,Pixoboo Corp,Export,Product 23,12,1132.3,13587.6,951.132,11413.584,2174.016,16,WA,Washington,West,46.60207,-120.5059,1135815.758,2017,4,Q4,2017-12,December,12,0,0.16,0.84,1132.3,181.17,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Top 20% (VIP),Budget Available,-1122228.158,-98.80371443
SO - 0007840,20-12-2017,Brainspher Ltd,Distributor,Product 13,9,2345,21105,1876,16884,4221,20,AZ,Arizona,West,32.8795,-111.75735,3720639.645,2017,4,Q4,2017-12,December,12,0,0.2,0.8,2345,469,Large ($15K-$30K),Low (<=25%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-3699534.645,-99.43275883
SO - 0009480,20-12-2017,Z.H.T. Group,Export,Product 15,10,1185.9,11859,640.386,6403.86,5455.14,46,NC,North Carolina,South,35.92812,-79.03742,3299478.315,2017,4,Q4,2017-12,December,12,0,0.46,0.54,1185.9,545.51,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-3287619.315,-99.64057954
SO - 0000713,20-12-2017,Colgate-Pa Group,Distributor,Product 29,6,3926.2,23557.2,2552.03,15312.18,8245.02,35,VA,Virginia,South,36.83543,-76.29827,594471.57,2017,4,Q4,2017-12,December,12,0,0.35,0.65,3926.2,1374.17,Large ($15K-$30K),Medium (26-40%),High-End ($3K-$5K),Top 20% (VIP),Budget Available,-570914.37,-96.03728737
SO - 0000753,20-12-2017,Realpoint Corp,Wholesale,Product 25,8,3946.3,31570.4,3038.651,24309.208,7261.192,23,CA,California,West,33.76696,-118.18923,5342315.484,2017,4,Q4,2017-12,December,12,0,0.23,0.77,3946.3,907.65,Very Large ($30K-$57K),Low (<=25%),High-End ($3K-$5K),Bottom 50% (Low),Budget Available,-5310745.084,-99.40905025
SO - 0001498,20-12-2017,Shuffledri Group,Distributor,Product 5,6,2003.3,12019.8,1522.508,9135.048,2884.752,24,ID,Idaho,West,43.61211,-116.39151,3925424.542,2017,4,Q4,2017-12,December,12,0,0.24,0.76,2003.3,480.79,Medium ($5K-$15K),Low (<=25%),Premium ($1.5K-$3K),Top 20% (VIP),Budget Available,-3913404.742,-99.69379618
SO - 0002912,20-12-2017,Omba Group,Wholesale,Product 5,9,5661.5,50953.5,3623.36,32610.24,18343.26,36,IN,Indiana,Midwest,39.778,-86.14584,3925424.542,2017,4,Q4,2017-12,December,12,0,0.36,0.64,5661.5,2038.14,Very Large ($30K-$57K),Medium (26-40%),Luxury (>$5K),Mid 30% (Regular),Budget Available,-3874471.042,-98.70196206
SO - 0003759,20-12-2017,Podcat Corp,Distributor,Product 10,5,1246.2,6231,598.176,2990.88,3240.12,52,TX,Texas,South,26.20341,-98.23001,864331.624,2017,4,Q4,2017-12,December,12,0,0.52,0.48,1246.2,648.02,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-858100.624,-99.27909614
SO - 0005038,20-12-2017,H Ltd,Wholesale,Product 6,10,1735.3,17353,1145.298,11452.98,5900.02,34,CA,California,West,34.08057,-118.07285,1672229.416,2017,4,Q4,2017-12,December,12,0,0.34,0.66,1735.3,590,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-1654876.416,-98.96228353
SO - 0007327,20-12-2017,Nexus Group,Wholesale,Product 25,9,817.4,7356.6,678.442,6105.978,1250.622,17,PA,Pennsylvania,Northeast,40.12364,-74.86738,5342315.484,2017,4,Q4,2017-12,December,12,0,0.17,0.83,817.4,138.96,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Top 20% (VIP),Budget Available,-5334958.884,-99.86229567
SO - 0007943,20-12-2017,Unit Ltd,Distributor,Product 14,12,1005,12060,492.45,5909.4,6150.6,51,MT,Montana,West,46.87215,-113.994,4028698.409,2017,4,Q4,2017-12,December,12,0,0.51,0.49,1005,512.55,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-4016638.409,-99.70064773
SO - 0009745,20-12-2017,American Corp,Export,Product 25,7,201,1407,98.49,689.43,717.57,51,CA,California,West,39.14045,-121.61691,5342315.484,2017,4,Q4,2017-12,December,12,0,0.51,0.49,201,102.51,Small (<$5K),High (41-55%),Budget (<$500),Bottom 50% (Low),Budget Available,-5340908.484,-99.97366311
SO - 0010286,20-12-2017,Browsebug Company,Wholesale,Product 5,6,1051.9,6311.4,483.874,2903.244,3408.156,54,CA,California,West,34.08529,-117.9609,3925424.542,2017,4,Q4,2017-12,December,12,0,0.54,0.46,1051.9,568.03,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-3919113.142,-99.83921739
SO - 0008357,20-12-2017,Pfizer Corp,Export,Product 16,7,2398.6,16790.2,1990.838,13935.866,2854.334,17,TX,Texas,South,30.455,-97.60847,2062061.144,2017,4,Q4,2017-12,December,12,0,0.17,0.83,2398.6,407.76,Large ($15K-$30K),Low (<=25%),Premium ($1.5K-$3K),Top 20% (VIP),Budget Available,-2045270.944,-99.18575644
SO - 0008446,20-12-2017,Fivechat Company,Wholesale,Product 18,5,971.5,4857.5,650.905,3254.525,1602.975,33,IN,Indiana,Midwest,41.58337,-87.50004,2309499.045,2017,4,Q4,2017-12,December,12,0,0.33,0.67,971.5,320.59,Small (<$5K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-2304641.545,-99.789673
SO - 0010566,20-12-2017,Bluezoom Group,Wholesale,Product 4,7,2519.2,17634.4,1662.672,11638.704,5995.696,34,NC,North Carolina,South,36.09986,-80.24422,2885560.824,2017,4,Q4,2017-12,December,12,0,0.34,0.66,2519.2,856.53,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Mid 30% (Regular),Budget Available,-2867926.424,-99.38887443
SO - 0010718,20-12-2017,Camido Company,Distributor,Product 26,8,1788.9,14311.2,966.006,7728.048,6583.152,46,CA,California,West,33.89585,-118.22007,5685138.27,2017,4,Q4,2017-12,December,12,0,0.46,0.54,1788.9,822.89,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Mid 30% (Regular),Budget Available,-5670827.07,-99.74826997
SO - 0000414,21-12-2017,Ascend Ltd,Wholesale,Product 25,6,1018.4,6110.4,661.96,3971.76,2138.64,35,AR,Arkansas,South,34.74648,-92.28959,5342315.484,2017,4,Q4,2017-12,December,12,0,0.35,0.65,1018.4,356.44,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-5336205.084,-99.88562263
SO - 0001312,21-12-2017,Deseret Group,Wholesale,Product 2,9,3463.9,31175.1,1662.672,14964.048,16211.052,52,VA,Virginia,South,37.55376,-77.46026,3050087.565,2017,4,Q4,2017-12,December,12,0,0.52,0.48,3463.9,1801.23,Very Large ($30K-$57K),High (41-55%),High-End ($3K-$5K),Top 20% (VIP),Budget Available,-3018912.465,-98.97789492
SO - 0002584,21-12-2017,Jayo Company,Distributor,Product 3,11,1025.1,11276.1,707.319,7780.509,3495.591,31,CA,California,West,38.35658,-121.98774,2642352.432,2017,4,Q4,2017-12,December,12,0,0.31,0.69,1025.1,317.78,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-2631076.332,-99.57325526
SO - 0002654,21-12-2017,Omba Group,Export,Product 4,10,3819,38190,1603.98,16039.8,22150.2,58,TX,Texas,South,31.11712,-97.7278,2885560.824,2017,4,Q4,2017-12,December,12,0,0.58,0.42,3819,2215.02,Very Large ($30K-$57K),Premium (>55%),High-End ($3K-$5K),Mid 30% (Regular),Budget Available,-2847370.824,-98.67651378
SO - 0006918,21-12-2017,Johnson Ltd,Wholesale,Product 12,9,1681.7,15135.3,924.935,8324.415,6810.885,45,IL,Illinois,Midwest,42.1103,-88.03424,1356976.996,2017,4,Q4,2017-12,December,12,0,0.45,0.55,1681.7,756.76,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-1341841.696,-98.88463106
SO - 0007246,21-12-2017,Accudial Company,Wholesale,Product 29,8,221.1,1768.8,119.394,955.152,813.648,46,CA,California,West,38.75212,-121.28801,594471.57,2017,4,Q4,2017-12,December,12,0,0.46,0.54,221.1,101.71,Small (<$5K),High (41-55%),Budget (<$500),Bottom 50% (Low),Budget Available,-592702.77,-99.70245844
SO - 0009103,21-12-2017,Eidel Corp,Wholesale,Product 13,12,1721.9,20662.8,843.731,10124.772,10538.028,51,FL,Florida,South,26.25175,-80.17894,3720639.645,2017,4,Q4,2017-12,December,12,0,0.51,0.49,1721.9,878.17,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-3699976.845,-99.44464388
SO - 0008542,21-12-2017,Omba Group,Wholesale,Product 14,11,3953,43483,1739.32,19132.52,24350.48,56,NY,New York,Northeast,40.88409,-73.37676,4028698.409,2017,4,Q4,2017-12,December,12,0,0.56,0.44,3953,2213.68,Very Large ($30K-$57K),Premium (>55%),High-End ($3K-$5K),Mid 30% (Regular),Budget Available,-3985215.409,-98.92066877
SO - 0000622,21-12-2017,Alembic Ltd,Export,Product 18,11,5808.9,63897.9,3369.162,37060.782,26837.118,42,TN,Tennessee,South,35.61452,-88.81395,2309499.045,2017,4,Q4,2017-12,December,12,0,0.42,0.58,5808.9,2439.74,Enterprise ($57K+),High (41-55%),Luxury (>$5K),Top 20% (VIP),Budget Available,-2245601.145,-97.23325714
SO - 0004748,21-12-2017,MEIJER Corp,Distributor,Product 25,7,1132.3,7926.1,486.889,3408.223,4517.877,57,CT,Connecticut,Northeast,41.76593,-72.68158,5342315.484,2017,4,Q4,2017-12,December,12,0,0.57,0.43,1132.3,645.41,Medium ($5K-$15K),Premium (>55%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-5334389.384,-99.85163549
SO - 0006588,21-12-2017,Janyx Group,Distributor,Product 15,10,5614.6,56146,3761.782,37617.82,18528.18,33,FL,Florida,South,25.67149,-80.4445,3299478.315,2017,4,Q4,2017-12,December,12,0,0.33,0.67,5614.6,1852.82,Very Large ($30K-$57K),Medium (26-40%),Luxury (>$5K),Mid 30% (Regular),Budget Available,-3243332.315,-98.29833705
SO - 0010160,21-12-2017,Browsebug Company,Distributor,Product 25,6,1018.4,6110.4,692.512,4155.072,1955.328,32,TX,Texas,South,30.08605,-94.10185,5342315.484,2017,4,Q4,2017-12,December,12,0,0.32,0.68,1018.4,325.89,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-5336205.084,-99.88562263
SO - 0001194,21-12-2017,Wordtune Company,Wholesale,Product 23,6,214.4,1286.4,154.368,926.208,360.192,28,TN,Tennessee,South,35.84562,-86.39027,1135815.758,2017,4,Q4,2017-12,December,12,0,0.28,0.72,214.4,60.03,Small (<$5K),Medium (26-40%),Budget (<$500),Top 20% (VIP),Budget Available,-1134529.358,-99.88674219
SO - 0002501,21-12-2017,Roomm Company,Distributor,Product 4,10,844.2,8442,574.056,5740.56,2701.44,32,IL,Illinois,Midwest,42.0299,-87.97733,2885560.824,2017,4,Q4,2017-12,December,12,0,0.32,0.68,844.2,270.14,Medium ($5K-$15K),Medium (26-40%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-2877118.824,-99.70743989
SO - 0003247,21-12-2017,Kare Corp,Export,Product 22,10,2405.3,24053,1611.551,16115.51,7937.49,33,MI,Michigan,Midwest,42.86947,-85.64475,663601.902,2017,4,Q4,2017-12,December,12,0,0.33,0.67,2405.3,793.75,Large ($15K-$30K),Medium (26-40%),Premium ($1.5K-$3K),Top 20% (VIP),Budget Available,-639548.902,-96.37538712
SO - 0001227,21-12-2017,Jaxbean Group,Wholesale,Product 20,11,824.1,9065.1,395.568,4351.248,4713.852,52,CA,California,West,36.97412,-122.0308,2067108.12,2017,4,Q4,2017-12,December,12,0,0.52,0.48,824.1,428.53,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-2058043.02,-99.5614598
SO - 0002710,21-12-2017,Zava Group,Wholesale,Product 26,7,1983.2,13882.4,1110.592,7774.144,6108.256,44,VA,Virginia,South,38.89039,-77.08414,5685138.27,2017,4,Q4,2017-12,December,12,0,0.44,0.56,1983.2,872.61,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Mid 30% (Regular),Budget Available,-5671255.87,-99.75581245
SO - 0002746,21-12-2017,Walgreen Corp,Distributor,Product 17,10,167.5,1675,82.075,820.75,854.25,51,CT,Connecticut,Northeast,41.53678,-72.79454,2119616.824,2017,4,Q4,2017-12,December,12,0,0.51,0.49,167.5,85.42,Small (<$5K),High (41-55%),Budget (<$500),Mid 30% (Regular),Budget Available,-2117941.824,-99.92097628
SO - 0004423,21-12-2017,Aromaticos Company,Distributor,Product 25,6,1192.6,7155.6,596.3,3577.8,3577.8,50,AZ,Arizona,West,33.4356,-112.3496,5342315.484,2017,4,Q4,2017-12,December,12,0,0.5,0.5,1192.6,596.3,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-5335159.884,-99.86605808
SO - 0006030,21-12-2017,Kare Corp,Wholesale,Product 26,11,3685,40535,2395.25,26347.75,14187.25,35,FL,Florida,South,28.53834,-81.37924,5685138.27,2017,4,Q4,2017-12,December,12,0,0.35,0.65,3685,1289.75,Very Large ($30K-$57K),Medium (26-40%),High-End ($3K-$5K),Top 20% (VIP),Budget Available,-5644603.27,-99.28700063
SO - 0009605,21-12-2017,Thoughtmix Ltd,Wholesale,Product 26,5,1159.1,5795.5,915.689,4578.445,1217.055,21,MI,Michigan,Midwest,42.63892,-83.29105,5685138.27,2017,4,Q4,2017-12,December,12,0,0.21,0.79,1159.1,243.41,Medium ($5K-$15K),Low (<=25%),Standard ($500-$1.5K),Mid 30% (Regular),Budget Available,-5679342.77,-99.89805877
SO - 0010319,21-12-2017,Trunyx Ltd,Wholesale,Product 26,5,1715.2,8576,771.84,3859.2,4716.8,55,IA,Iowa,Midwest,42.49276,-92.34296,5685138.27,2017,4,Q4,2017-12,December,12,0,0.55,0.45,1715.2,943.36,Medium ($5K-$15K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-5676562.27,-99.84915055
SO - 0002373,21-12-2017,Mylan Corp,Export,Product 25,8,174.2,1393.6,101.036,808.288,585.312,42,MO,Missouri,Midwest,38.81061,-90.69985,5342315.484,2017,4,Q4,2017-12,December,12,0,0.42,0.58,174.2,73.16,Small (<$5K),High (41-55%),Budget (<$500),Mid 30% (Regular),Budget Available,-5340921.884,-99.97391393
SO - 0002530,21-12-2017,Fivebridge Ltd,Distributor,Product 3,6,1755.4,10532.4,1228.78,7372.68,3159.72,30,NY,New York,Northeast,41.13418,-73.96573,2642352.432,2017,4,Q4,2017-12,December,12,0,0.3,0.7,1755.4,526.62,Medium ($5K-$15K),Medium (26-40%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-2631820.032,-99.60140064
SO - 0005238,21-12-2017,Voolith Ltd,Export,Product 26,5,938,4690,534.66,2673.3,2016.7,43,NJ,New Jersey,Northeast,39.99426,-74.16615,5685138.27,2017,4,Q4,2017-12,December,12,0,0.43,0.57,938,403.34,Small (<$5K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-5680448.27,-99.91750421
SO - 0006439,21-12-2017,Muxo Group,Distributor,Product 14,10,864.3,8643,432.15,4321.5,4321.5,50,CA,California,West,37.77993,-121.97802,4028698.409,2017,4,Q4,2017-12,December,12,0,0.5,0.5,864.3,432.15,Medium ($5K-$15K),High (41-55%),Standard ($500-$1.5K),Bottom 50% (Low),Budget Available,-4020055.409,-99.78546421
SO - 0006525,21-12-2017,Geiss Company,Wholesale,Product 5,7,187.6,1313.2,142.576,998.032,315.168,24,CA,California,West,33.77974,-116.46529,3925424.542,2017,4,Q4,2017-12,December,12,0,0.24,0.76,187.6,45.02,Small (<$5K),Low (<=25%),Budget (<$500),Bottom 50% (Low),Budget Available,-3924111.342,-99.96654629
SO - 0008313,21-12-2017,Eayo Company,Wholesale,Product 15,11,1989.9,21888.9,1154.142,12695.562,9193.338,42,CT,Connecticut,Northeast,41.67176,-72.94927,3299478.315,2017,4,Q4,2017-12,December,12,0,0.42,0.58,1989.9,835.76,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Bottom 50% (Low),Budget Available,-3277589.415,-99.33659512
SO - 0010535,21-12-2017,ALK-Abello Ltd,Wholesale,Product 10,12,1715.2,20582.4,874.752,10497.024,10085.376,49,CA,California,West,37.9577,-121.29078,864331.624,2017,4,Q4,2017-12,December,12,0,0.49,0.51,1715.2,840.45,Large ($15K-$30K),High (41-55%),Premium ($1.5K-$3K),Mid 30% (Regular),Budget Available,-843749.224,-97.61869178
SO - 0008164,21-12-2017,Linklinks Ltd,Export,Product 11,5,3953,19765,2688.04,13440.2,6324.8,32,WA,Washington,West,47.64177,-122.0804,1230458.484,2017,4,Q4,2017-12,December,12,0,0.32,0.68,3953,1264.96,Large ($15K-$30K),Medium (26-40%),High-End ($3K-$5K),Mid 30% (Regular),Budget Available,-1210693.484,-98.39368819
